date,time,area,weather,max_temperature,min_temperature,aqi,aqiLevel,wind_direction,wind_power,aqiInfo,temperature,pH,oxygen,permanganate,NH,TP,TN,conductivity,turbidity,chla,density,temperature_2m_mean,rain_sum,shortwave_radiation_sum,wind_speed_10m_max,NP_ratio,temp_oxygen_index,eutrophication_index,water_quality_index,nutrient_pollution_index,temp_ph_interaction,NH_TN_ratio,oxygen_saturation_index,nutrient_limitation,light_turbidity_index,rain_temp_interaction,wind_turbidity_index,radiation_temp_ratio,conductivity_rain_index,wind_oxygen_mixing,thermal_stratification_index,nutrient_runoff_potential,light_availability_index,weather_stress_index,pH_conductivity_stability,temp_turbidity_metabolism,oxygen_pH_balance,nutrient_temp_efficiency,radiation_nutrient_productivity,wind_mixing_efficiency,precipitation_nutrient_loading,thermal_oxygen_capacity,pH_oxygen_photosynthesis,conductivity_turbidity_clarity,wind_radiation_mixing,temp_conductivity_density,nutrient_redox_potential,light_penetration_depth,metabolic_activity_index,hydrodynamic_mixing_index,biogeochemical_cycling_index,ecological_stress_index,water_column_stability,algal_growth_potential,environmental_capacity_index
2021-01-01,20210101,无锡,晴,5,-4,56,2,西风,2级,良,3.6,8.43,13.14,5.41,0.025,0.122,1.86,400.4,132.2,0.001,5227082.0,-0.4,0.0,12.66,16.5,15.121951219512196,47.304,2.3985625,175.529,0.00305,30.348,0.0134336378291241,0.9898198656736918,0.1118125,0.0075075075075075,0.0,2181.3,1.526585871404173,400.4,216.81,0.216867469879518,0.0,0.095045045045045,3.586956521739131,50.53749961853366,0.0512801782730007,26.86998599999999,2.372884813707428,6.030732886805716,49.5990990990991,0.0,0.117847533632287,0.321060132,0.0229090093512699,44.06124964461473,0.5146563818429488,0.2524207415368081,0.0148276201318323,2.876940480484813,42.41645244215939,0.3729303058385067,1.242527322330374,5.23094788793729,0.0044367678764478,0.0
2021-01-02,20210102,无锡,多云-晴,7,-2,71,2,东北风,2级,良,4.4,8.32,11.96,4.27,0.063,0.071,2.06,420.6,65.2,0.001,2420536.0,0.8,0.0,12.42,16.9,28.611111111111114,52.62400000000001,2.1336666666666666,154.756,0.003591375,36.608,0.0305676855895196,0.9203460034014715,0.071,0.0151057401812688,0.0,1101.88,1.526585871404173,420.6,202.124,0.2588235294117647,0.0,0.1876132930513595,3.1296296296296293,50.28655421692992,0.1394186988504129,20.839104000000013,2.6553895128817087,4.749899058295871,107.3737160120846,0.0,0.124819734345351,0.2703486240000001,0.0989172256140582,38.86999999999999,0.6246400336811629,0.4825781659388647,0.0356002453607892,6.213022278983966,52.34407996621145,0.331929715370019,0.6987735560843837,6.403598615916956,0.006745106651589,0.0
2021-01-03,20210103,无锡,雾-多云,11,3,77,2,东风,3级,良,4.2,8.4,13.02,4.0,0.095,0.054,2.24,427.9,52.7,0.001,2537244.0,3.3,0.0,9.6,24.7,40.727272727272734,54.684,2.0980000000000003,151.96999999999997,0.003591375,35.28,0.0423917893797411,0.99661097768673,0.054,0.0186219739292364,0.0,1301.69,1.526585871404173,427.9,321.594,0.1693548387096774,0.0,0.1787709497206703,3.9458434821041832,50.91427984879181,0.1602874980150104,25.51920000000001,2.830057469540769,3.3388132023220467,196.8180633147113,0.0,0.1274982513406388,0.2374848,0.1540155995234478,44.06124964461473,0.5947977466798601,0.6092591272466525,0.035754189944134,7.960928942807625,72.65214650885916,0.31497984,0.5193018067442031,2.9220538501560878,0.0035339051800969,0.0
2021-01-04,20210104,无锡,阴-小雨,11,5,54,2,东风,3级,良,4.8,8.45,13.15,3.89,0.187,0.054,2.9,448.1,40.0,0.002,2447887.0,4.9,0.0,9.92,22.8,48.08533463847225,63.12,2.281333333333333,152.965,0.003591375,40.56,0.0492730254029768,1.0226733718653067,0.054,0.024390243902439,0.0,912.0,1.526585871404173,448.1,299.82,0.2096069868995632,0.0,0.2419512195121951,3.931034482758621,51.60622515179169,0.2564944659536387,27.64787499999997,3.755269990049429,3.925613613182021,249.1873170731708,0.0,0.1405477621910487,0.2543735999999999,0.2798875702685821,38.99586206896552,0.6753671230165545,0.6092591272466525,0.0494787769963589,11.881577188683446,75.57489123679304,0.3729303058385067,0.3966701914639908,4.101523617017219,0.0076415921295347,0.0
2021-01-05,20210105,无锡,阴,8,0,62,2,东北风,3级,良,5.6,8.41,12.65,,0.128,0.054,2.315,410.7,40.0,0.001,2527340.0,4.7,0.0,5.99,26.7,-6.009958340659384,70.84,1.0499958333333337,141.733,0.003591375,47.096,-0.0019966202038812,1.004629443563656,0.0129125,0.024390243902439,0.0,1068.0,0.9075757575757576,410.7,337.755,0.208955223880597,-0.0,0.1460975609756097,3.9458434821041832,50.63068035100497,0.3232199686376375,25.149465000000006,0.5800917251438666,4.133039875601863,267.45585365853657,-0.0,0.1720670391061452,0.144727385,0.256527170518426,24.23227272727273,0.7976872847671774,-0.0541139121515671,0.068890435925997,14.89411,105.98993407528177,0.1590466018983012,0.3677910261170355,3.2021608376030293,-0.0015949423263185,0.0
2021-01-06,20210106,无锡,阴-多云,4,-7,58,2,北风,3级,良,5.4,8.34,12.77,4.25,0.048,0.058,1.73,408.0,54.3,0.001,3181530.0,2.5,0.0,6.49,29.5,29.322033898305083,68.958,2.0126666666666666,146.622,0.002784,45.036,0.0277296360485268,1.008881399042524,0.058,0.0180831826401446,0.0,1601.85,1.0140625,408.0,376.715,0.1824324324324324,0.0,0.1173598553345389,3.9458434821041832,50.15438440139697,0.2269162032859318,22.929811999999995,2.342216437911046,2.0558041818227726,217.6491862567812,0.0,0.168601466992665,0.1524942319999999,0.1383289992507179,29.91484375,0.7699200608892031,0.4745039861351819,0.0223542581589597,9.65759395465995,113.13920454545456,0.2440651047619047,0.550206663173768,2.514609203798393,0.0020849112975424,0.0
2021-01-07,20210107,无锡,阴-多云,-4,-7,73,2,西北风,4级,良,5.0,8.39,12.74,3.86,0.116,0.045,2.36,425.9,59.4,0.001,3116855.0,-4.4,0.0,9.04,38.4,48.08533463847225,63.7,2.0883333333333334,154.04699999999997,0.003591375,41.95,0.049131723845828,0.9960164618692512,0.045,0.0165562913907284,0.0,2280.96,1.5066666666666666,425.9,440.2111125,0.1298701298701298,0.0,0.1496688741721854,3.9458434821041832,50.814452769679264,0.185104965024817,24.61495400000002,3.088081127134018,2.945986069213498,270.7708609271523,0.0,0.1492152728976341,0.217670544,0.1206734365437359,44.06124964461473,0.7085615699075275,0.6092591272466525,0.0307960646444825,8.316884531590416,134.65179886387546,0.2783925925925926,0.5929163633914186,1.436667228875021,0.0020171109691733,0.0
2021-01-08,20210108,无锡,多云-晴,0,-7,52,2,西北风,3级,良,2.7,8.4,13.42,4.75,0.1,0.07,2.52,479.7,107.9,0.002,4584776.0,-4.0,0.0,13.39,34.3,35.49295774647887,36.234,2.3985625,189.59,0.003591375,22.680000000000003,0.0396667988893296,0.9866827557592972,0.07,0.0091827364554637,0.0,3145.0477875,1.526585871404173,479.7,440.2111125,0.0784883720930232,0.0,0.1229568411386593,3.9458434821041832,51.87204434915929,0.0407396943598883,26.30320000000001,2.9643502714699044,5.623800000000001,151.09008264462807,0.0,0.0753775743707093,0.34141822,0.0411992706603993,44.06124964461473,0.376293856379145,0.6092591272466525,0.0213837984588972,2.678095908490981,62.587010880583904,0.3729303058385067,1.0001951600312255,1.0945020957274203,0.001658976892281,0.0
2021-01-09,20210109,无锡,晴,4,-5,59,2,西北风,3级,良,1.8,8.33,13.88,5.18,0.126,0.095,3.0,445.9,72.4,0.002,3203187.0,-1.7,0.0,13.49,21.1,31.25,24.984,2.3985625,165.22899999999998,0.003591375,14.994,0.0419860046651116,0.9957643240362004,0.095,0.0136239782016348,0.0,1527.6400000000003,1.526585871404173,445.9,292.86800000000005,0.0849056603773584,0.0,0.1837874659400545,3.9458434821041832,50.83244934997525,0.0329012726934574,24.552332000000003,3.3864694080676263,7.20168928099512,128.18106267029972,0.0,0.0559051241888565,0.342651396,0.0850506221913648,44.06124964461473,0.2534377829981826,0.6092591272466525,0.0297390721585848,2.648469330618478,26.267376720381773,0.3729303058385067,0.6720786297227827,1.7858223567105729,0.0042661977387894,0.0
2021-01-10,20210110,无锡,阴-多云,5,-3,75,2,西北风,2级,良,1.9,8.35,14.14,4.36,0.122,0.06,2.56,447.3,49.1,0.002,2805879.0,-1.1,0.0,12.92,13.4,41.9672131147541,26.866,2.3266666666666667,156.335,0.003591375,15.864999999999998,0.0476376415462709,1.017200613605487,0.06,0.0199600798403193,0.0,657.94,1.526585871404173,447.3,189.476,0.1407407407407407,0.0,0.2578842315369261,3.9458434821041832,50.98061313719764,0.0522748355867693,25.77014999999999,2.8811062004303896,5.063585196281386,119.637125748503,0.0,0.0599286192281954,0.3379742799999999,0.1854623705847475,44.06124964461473,0.2673998996658498,0.6092591272466525,0.0481127297643518,4.119190231362468,17.591377046914946,0.3729303058385067,0.4538193768050885,4.66320987654321,0.0052264537591483,0.0
