date,time,area,weather,max_temperature,min_temperature,aqi,aqiLevel,wind_direction,wind_power,aqiInfo,temperature,pH,oxygen,permanganate,NH,TP,TN,conductivity,turbidity,chla,density,temperature_2m_mean,rain_sum,shortwave_radiation_sum,wind_speed_10m_max,NP_ratio,temp_oxygen_index,eutrophication_index,water_quality_index,nutrient_pollution_index,temp_ph_interaction,NH_TN_ratio,oxygen_saturation_index,nutrient_limitation,light_turbidity_index,rain_temp_interaction,wind_turbidity_index,radiation_temp_ratio,conductivity_rain_index,wind_oxygen_mixing,thermal_stratification_index,nutrient_runoff_potential,light_availability_index,weather_stress_index,pH_conductivity_stability,temp_turbidity_metabolism,oxygen_pH_balance,nutrient_temp_efficiency,radiation_nutrient_productivity,wind_mixing_efficiency,precipitation_nutrient_loading,thermal_oxygen_capacity,pH_oxygen_photosynthesis,conductivity_turbidity_clarity,wind_radiation_mixing,temp_conductivity_density,nutrient_redox_potential,light_penetration_depth,metabolic_activity_index,hydrodynamic_mixing_index,biogeochemical_cycling_index,ecological_stress_index,water_column_stability,algal_growth_potential,environmental_capacity_index
2021-01-01,20210101,滨湖,晴,5,-4,54,2,西风,2级,良,18.33,8.0445,9.2765,4.0920000000000005,0.025,0.0515,0.888,403.36800000000005,20.460500000000003,0.01199,9451975.0,-1.5,0.0,12.71,11.7,14.698795180722891,147.912255,1.6476666666666666,132.28599999999997,0.00141,143.95141,0.0342935528120713,0.9386337861297174,0.0513,0.0465972501644805,0.0,357.93525,0.7448663024557771,347.09000000000003,155.8442,0.98990675990676,0.0,0.5855705576904389,1.0838594724832156,48.21417861162895,2.8491527519014186,9.943357100000004,1.9710442919880464,2.799837065581741,343.6387798335584,0.0,0.3660271789913462,0.170140783075,0.9777758996280808,12.700936018957346,2.6105229226300186,0.3550260663507109,0.1084583749184585,41.62926869043764,217.28063451589583,0.083593753020783,0.3445003478728366,22.651804370599216,0.0217215620505175,0.0
2021-01-02,20210102,滨湖,多云-晴,7,-2,66,2,东北风,2级,良,4.7,8.68,11.81,4.2615,0.025,-1.0,0.93,422.8,2.9,0.003,12873000.0,0.0,0.0,12.57,12.8,0.2480001638099143,55.507000000000005,1.0739750000000003,130.604,-0.0005248487499999,40.796,0.0268528464017185,0.916042675228049,0.0042125,0.1423237106116642,0.0,37.12,1.634717139840654,422.8,151.168,0.3643410852713178,-0.0,1.9879185970805917,2.245614035087719,52.50759108584084,2.6126556904305223,33.33254399999999,-0.0885436138113023,2.799837065581741,1097.9152083970052,-0.0,0.1309745162812647,0.323624706,6.203244113686232,28.227368421052635,0.6667364947047315,0.532781954887218,0.1084583749184585,102.5644284691765,42.282822603317406,0.083593753020783,0.0187785091912266,11.9413496785049,-0.0402545134757107,-0.0
2021-01-03,20210103,滨湖,雾-多云,11,3,73,2,东风,3级,良,4.7,8.68,12.75,4.431,0.025,-1.0,0.94,422.0,3.6,0.003,17498800.0,3.1,0.0,8.64,20.3,0.2480001638099143,59.925,1.0739750000000003,130.644,-0.0005248487499999,40.796,0.026567481402763,0.9889537772360394,0.0042125,0.1423237106116642,0.0,73.08,1.5157894736842106,422.0,258.825,0.230392156862745,-0.0,1.8782608695652177,2.923005135450162,52.49119051412169,2.2150776505823995,34.75559044899995,-0.0758945261239735,2.799837065581741,1097.9152083970052,-0.0,0.1416666666666666,0.2401487999999999,6.203244113686232,30.77052631578948,0.6669152530320958,0.5690754516471838,0.1084583749184585,102.5644284691765,67.09563994374122,0.083593753020783,0.0237191650853889,4.76595540176855,-0.0402545134757107,-0.0
2021-01-04,20210104,滨湖,阴-小雨,11,5,58,2,东风,3级,良,5.1,8.68,13.41,4.6005,0.025,-1.0,0.97,418.9,3.9,0.004,5680080.0,7.0,0.1,8.03,15.3,0.2480001638099143,68.39099999999999,1.0739750000000003,129.83399999999995,-0.0005248487499999,44.268,0.0257466529351184,1.0511540380572209,0.0042125,0.1423237106116642,0.0163934426229508,59.67,1.3163934426229509,380.81818181818176,205.173,0.3311688311688311,-0.0015,1.6387755102040813,2.5245901639344264,52.42734398115048,2.3504942013161094,34.75559044899995,-0.0387138486261867,2.799837065581741,1097.9152083970052,-0.04875,0.1628744939271255,0.2347474139999999,6.203244113686232,20.140819672131148,0.7244301112752528,0.5800411946446962,0.1084583749184585,102.5644284691765,54.99330467263373,0.083593753020783,0.0251291250425262,9.008222297183334,-0.0402545134757107,-21.043384615384618
2021-01-05,20210105,滨湖,阴,8,0,59,2,东北风,4级,良,6.1,8.67,12.8,4.77,0.025,0.037,0.91,419.3,3.5,0.004,4448150.0,5.5,0.0,5.92,23.8,23.947368421052637,78.08,1.9056666666666664,129.791,0.000925,52.88699999999999,0.0274423710208562,1.0298205548627264,0.037,0.1423237106116642,0.0,83.3,0.8338028169014085,419.3,298.06605,0.2552301255230125,0.0,1.3155555555555556,2.923005135450162,52.37519899323598,3.3479752495508293,34.75559044899995,1.2847238778468943,1.0862837051157492,1097.9152083970052,0.0,0.1857720675707827,0.16443392,6.203244113686232,19.844507042253525,0.8663580571808777,0.5866081229418222,0.227999229732332,73.0262783171521,102.2898611991827,0.0746925476603119,0.0747458910034602,4.477740235640131,0.0108950810035842,0.0
2021-01-06,20210106,滨湖,阴-多云,4,-7,63,2,北风,3级,良,5.7,8.62,12.82,4.55,0.025,0.038,0.94,419.7,4.1,0.003,4956330.0,2.5,0.0,6.57,19.2,24.102564102564106,73.074,1.8426666666666665,130.136,0.00095,49.134,0.026567481402763,1.0207843160931238,0.038,0.1423237106116642,0.0,78.71999999999998,0.9805970149253732,419.7,246.144,0.2953367875647668,0.0,1.2882352941176471,2.8656716417910446,52.08135031894161,2.668345780470037,33.64480799999997,1.3005072635028012,1.2417126189259735,1097.9152083970052,0.0,0.1736962205847397,0.1785620879999999,6.203244113686232,18.827462686567163,0.8094383360804402,0.5517640807651433,0.2321144674085851,65.27439170984455,77.08670845953371,0.0825099819819819,0.078500819847179,6.422427447716717,0.0129846464764123,0.0
2021-01-07,20210107,滨湖,阴-多云,-4,-7,84,2,西北风,4级,良,18.33,8.0445,9.2765,4.0920000000000005,0.025,0.0515,0.888,403.36800000000005,20.460500000000003,0.01199,9451975.0,-5.3,0.0,9.3,27.5,14.698795180722891,147.912255,1.6476666666666666,132.28599999999997,0.00141,143.95141,0.0342935528120713,0.9386337861297174,0.0513,0.0465972501644805,0.0,357.93525,0.7448663024557771,347.09000000000003,155.8442,0.98990675990676,0.0,0.5855705576904389,1.0838594724832156,48.21417861162895,2.8491527519014186,9.943357100000004,1.9710442919880464,2.799837065581741,343.6387798335584,0.0,0.3660271789913462,0.170140783075,0.9777758996280808,12.700936018957346,2.6105229226300186,0.3550260663507109,0.1084583749184585,41.62926869043764,217.28063451589583,0.083593753020783,0.3445003478728366,22.651804370599216,0.0217215620505175,0.0
2021-01-08,20210108,滨湖,多云-晴,0,-7,59,2,西北风,4级,良,3.6,8.51,12.62,4.224666666666667,-1.0,-1.0,0.9253333333333333,422.4,4.5,0.002,4110090.0,-5.0,0.0,13.55,21.6,1.001001001001001,45.432,1.0739750000000003,131.07299999999998,0.0038330812499999,30.636,0.0840655439437307,0.9506489120853874,0.0042125,0.1423237106116642,0.0,97.2,1.634717139840654,422.4,272.592,0.1658986175115207,-0.0,1.9879185970805917,2.923005135450162,51.47118072254351,1.241912681084309,28.77486199999999,-0.5476144725162073,7.218771000115717,1097.9152083970052,-0.0,0.107302786962683,0.3437120099999999,6.203244113686232,31.13335212284175,0.5107602022993467,0.9176720549283648,0.1084583749184585,85.91695999999999,54.6681664791901,0.083593753020783,0.0232782910382304,3.229289218288772,0.098786773680235,-0.0
2021-01-09,20210109,滨湖,晴,4,-5,60,2,西北风,3级,良,2.7,8.36,11.42,4.357333333333334,-1.0,-1.0,0.9626666666666667,430.6,3.5,0.002,6486470.0,-2.5,0.0,13.4,15.4,1.001001001001001,30.834000000000003,1.0739750000000003,133.088,0.0038330812499999,22.572,0.0840655439437307,0.8396361453629787,0.0042125,0.1423237106116642,0.0,53.9,1.634717139840654,430.6,175.868,0.1741935483870967,-0.0,1.9879185970805917,2.923005135450162,50.72429359109007,0.9859006035092992,21.122431999999986,-0.5476144725162073,7.218771000115717,1097.9152083970052,-0.0,0.0714411492122335,0.2846320799999999,6.203244113686232,31.13335212284175,0.3820304623800032,0.9176720549283648,0.1084583749184585,73.64921142857143,29.064728086117714,0.083593753020783,0.0157115444238681,4.839209157127992,0.098786773680235,-0.0
2021-01-10,20210110,滨湖,阴-多云,5,-3,74,2,西北风,2级,良,2.5,8.42,11.87,4.49,-1.0,0.048,1.0,430.2,2.9,0.001,4588330.0,-1.0,0.0,12.63,10.5,20.40816326530612,29.675,1.846,132.746,-0.0005248487499999,21.05,-0.0062404313386141,0.867995980664905,0.048,0.1423237106116642,0.0,30.45,1.634717139840654,430.2,124.635,0.2358490566037736,0.0,1.9879185970805917,2.923005135450162,51.08053640498811,1.0135505321052498,23.934668,1.187539578814034,2.7670943605161,1097.9152083970052,0.0,0.0688195732838589,0.287842752,6.203244113686232,31.13335212284175,0.3537783232192057,-0.1915400788337238,0.4090738837556723,29.7811084624553,18.35407635295763,0.1037814207650273,0.0639349084600191,9.57191171235315,0.0337926421404682,0.0
