date,time,area,weather,max_temperature,min_temperature,aqi,aqiLevel,wind_direction,wind_power,aqiInfo,temperature,pH,oxygen,permanganate,NH,TP,TN,conductivity,turbidity,chla,density,temperature_2m_mean,rain_sum,shortwave_radiation_sum,wind_speed_10m_max,NP_ratio,temp_oxygen_index,eutrophication_index,water_quality_index,nutrient_pollution_index,temp_ph_interaction,NH_TN_ratio,oxygen_saturation_index,nutrient_limitation,light_turbidity_index,rain_temp_interaction,wind_turbidity_index,radiation_temp_ratio,conductivity_rain_index,wind_oxygen_mixing,thermal_stratification_index,nutrient_runoff_potential,light_availability_index,weather_stress_index,pH_conductivity_stability,temp_turbidity_metabolism,oxygen_pH_balance,nutrient_temp_efficiency,radiation_nutrient_productivity,wind_mixing_efficiency,precipitation_nutrient_loading,thermal_oxygen_capacity,pH_oxygen_photosynthesis,conductivity_turbidity_clarity,wind_radiation_mixing,temp_conductivity_density,nutrient_redox_potential,light_penetration_depth,metabolic_activity_index,hydrodynamic_mixing_index,biogeochemical_cycling_index,ecological_stress_index,water_column_stability,algal_growth_potential,environmental_capacity_index
2021-01-01,20210101,吴中,晴,5,-4,46,1,西风,2级,优,4.6,8.2,12.34,6.13,0.089,0.127,1.52,460.3,148.3,0.001,9183910.0,0.0,0.0,12.74,16.8,11.875,56.764,2.5923333333333334,199.87,0.0113029999999999,37.71999999999999,0.0585141354372123,0.9546275467875008,0.127,0.0066979236436704,0.0,2491.4400000000005,2.2750000000000004,460.3,207.312,0.272189349112426,0.0,0.0853315472203616,3.0000000000000004,50.29919844262295,0.0660810507112023,17.76959999999998,2.07291421635385,5.59748685608104,51.79531145344944,0.0,0.1230522436592239,0.2672597199999999,0.02092853969898,38.220000000000006,0.644795159663537,0.8664773175542401,0.0119679589369371,2.9946908576207933,52.92063274669589,0.3340972791023843,1.527048661896668,7.413535940618324,0.0042569128442093,0.0
2021-01-02,20210102,吴中,晴-多云,7,-1,64,2,东北风,2级,良,4.8,8.07,11.42,5.08,0.061,0.027,1.12,427.8,87.9,0.001,1645330.0,0.8,0.0,12.43,18.7,40.0,54.816,2.0756666666666668,165.921,0.001647,38.736,0.0544157002676181,0.8881315518404412,0.027,0.0112485939257592,0.0,1643.73,2.143103448275862,427.8,213.554,0.2553191489361702,0.0,0.1398200224971878,3.2241379310344827,48.9121942207357,0.1182932857603958,13.074758000000008,1.4581227754186512,2.1615337554616167,89.98717660292463,0.0,0.1278358208955223,0.222862442,0.0553613694627307,40.076034482758615,0.6797913019977045,0.6649272078501339,0.0229967142265111,4.707013407107895,62.86594761171032,0.0567994736842105,1.0095660345010928,5.809868718877319,0.0010302109596706,0.0
2021-01-03,20210103,吴中,雾-多云,10,5,72,2,东风,3级,良,5.0,8.19,12.27,4.92,0.063,0.044,1.24,419.5,77.7,0.001,1643140.0,3.2,0.0,10.0,27.4,27.55555555555556,61.35,2.068,159.387,0.0027719999999999,40.95,0.0507655116841257,0.9592717415334154,0.044,0.0127064803049555,0.0,2128.98,1.6666666666666667,419.5,336.198,0.1818181818181818,0.0,0.1270648030495552,4.566666666666666,49.47943028639249,0.1420627685832141,17.375546999999983,1.64868863502706,2.335808211305029,146.0520965692503,0.0,0.14589774078478,0.2073629999999999,0.0694733111526607,45.66666666666666,0.710081576957462,0.7412424657534243,0.0214636491637762,6.008807701506815,96.51285663966183,0.1130829729729729,0.8227876443035368,2.7735537190082646,0.001220537967321,0.0
2021-01-04,20210104,吴中,阴-小雨,11,5,50,1,东风,3级,优,5.8,8.24,12.42,4.37,0.161,0.061,1.7,485.8,38.0,0.002,1013810.0,4.3,0.0,10.63,25.5,27.41935483870968,72.036,2.0436666666666667,163.412,0.009821,47.792,0.0946502057613168,0.991508583237709,0.061,0.0256410256410256,0.0,969.0,1.5632352941176473,485.8,316.71,0.2265624999999999,0.0,0.2725641025641026,3.75,50.98791169557418,0.3581602490102323,19.096992000000007,2.3534488064128563,3.4231240891910426,317.6384615384616,0.0,0.1479786359901397,0.229722804,0.3361937716262976,39.8625,0.8069168510557374,1.4576888888888893,0.0507568161199446,13.686341710860042,99.54233409610984,0.2398424581005586,0.4155820552506918,4.299377441406249,0.0061862794388001,0.0
2021-01-05,20210105,吴中,阴,8,1,54,2,东北风,4级,良,6.1,8.25,12.4,4.29,0.155,0.045,1.74,469.4,27.0,0.002,840430.0,4.6,1.2,4.9,26.1,37.82608695652174,75.64,2.025,154.095,0.0069749999999999,50.325,0.0890292935094773,0.9976386625232664,0.045,0.0357142857142857,0.1690140845070422,704.7,0.6901408450704226,213.36363636363637,323.64000000000004,0.232824427480916,1.071,0.175,3.845070422535212,50.76706302182144,0.538067450820669,19.375,2.42157563036611,1.371124720804056,437.54785714285714,2.6670000000000003,0.1607993197278911,0.10633,0.6430136986301369,18.01267605633803,0.8527194920118684,1.3799540493968985,0.0330812854442344,19.32579746051409,108.350347080441,0.1835387523629489,0.3073802541544477,4.171289551890914,0.0030843265682656,70.74098360655738
2021-01-06,20210106,吴中,阴,4,-6,50,1,北风,3级,优,6.3,8.24,12.29,5.03,0.148,0.075,1.76,477.2,65.2,0.002,1619920.0,2.6,0.0,6.45,32.3,23.157894736842103,77.42699999999999,2.2883333333333336,171.712,0.0110999999999999,51.912,0.0840431572969903,0.9939079962404656,0.075,0.0151057401812688,0.0,2105.96,0.8835616438356165,477.2,396.9669999999999,0.1944444444444444,0.0,0.0974320241691842,4.424657534246575,50.84103941339961,0.2388651737385804,18.89710400000001,2.514425835606089,2.3434013740714588,232.8332326283988,0.0,0.1619134253450439,0.13793067,0.1122284832692072,28.539041095890408,0.8786575272781394,1.280784099943214,0.0161578812884219,8.95687884318405,137.7538586515028,0.2690348258706467,0.6949568281103115,2.8638545953360763,0.002433167306279,0.0
2021-01-07,20210107,吴中,阴-多云,-4,-8,76,2,西北风,5级,良,6.0,8.18,12.08,4.63,0.095,0.068,1.31,433.3,99.4,0.001,2142190.0,-3.9,0.0,9.15,40.4,18.98550724637681,72.48,2.002666666666667,172.204,0.00646,49.08,0.072463768115942,0.9693812882584542,0.068,0.0099601593625498,0.0,4015.76,1.3071428571428572,433.3,488.032,0.1481481481481481,0.0,0.0911354581673306,5.771428571428571,49.68315671344355,0.1463838491703094,16.82019199999999,1.8601054368397325,2.730933961120261,174.35577689243024,0.0,0.1668892470642413,0.1856937599999999,0.0438502392383234,52.80857142857143,0.8482081308328806,1.032927536231884,0.016187470367199,5.64492430734076,169.12021209795574,0.191134351687389,1.0537431791317866,1.5850022862368542,0.0011765719729776,0.0
2021-01-08,20210108,吴中,多云-晴,0,-7,48,1,西北风,4级,优,3.9,8.27,12.58,5.98,-1.0,-1.0,2.06,510.6,159.6,0.005,-1.0,-3.8,0.0,13.42,33.3,-2.062062062062062,49.062,2.346666666666667,219.501,1.0,32.253,-0.485201358563804,0.955268552676946,-1.0,0.0062266500622665,0.0,5314.679999999999,2.7387755102040816,510.6,418.914,0.1167664670658682,0.0,0.0835616438356164,6.795918367346938,51.584481186457765,0.047956929555861,20.290281999999987,1.288229645679115,3.538239944390431,105.87160647571606,0.0,0.0958991399530883,0.2988177719999999,0.0200446273646457,91.2012244897959,0.5388568969385257,-7.751868025230468,0.0119715822114063,2.4357230159683034,85.97246127366607,-3.712722063037249,1.5819432776542102,1.7850586252644414,-0.0195724270138583,0.0
2021-01-09,20210109,吴中,晴,4,-5,54,2,西北风,4级,良,2.8,8.26,13.02,6.13,0.104,0.025,1.95,510.7,141.7,0.003,1407170.0,-1.3,0.0,13.52,22.1,74.99999999999999,36.456,2.7016666666666667,212.368,0.0026,23.128,0.053305996924654,0.9598707566209218,0.025,0.0070077084793272,0.0,3131.57,3.557894736842105,510.7,287.742,0.1261261261261261,0.0,0.0947442186405045,5.815789473684212,51.52372014059924,0.0328331895486392,20.670551999999997,2.2717907527430232,2.985135172818812,79.09229152067275,0.0,0.0712448700410396,0.3098135039999999,0.0254334062586996,78.62947368421054,0.3868611713290443,0.8744955407483341,0.0132881092062418,2.0232920782100385,40.9611438406037,0.0890217391304347,1.3755518609849626,2.9014690366041704,0.0005598522010575,0.0
2021-01-10,20210110,吴中,阴-多云,5,-3,66,2,西北风,2级,良,2.9,8.27,13.13,5.48,0.088,-1.0,1.52,474.8,83.7,0.004,-1.0,-1.1,0.0,12.9,13.2,-1.5215215215215216,38.077,2.0,178.401,-0.088,23.983,0.0578566732412886,0.9706032527994228,-1.0,0.011806375442739,0.0,1104.84,3.307692307692308,474.8,173.316,0.2180451127819549,0.0,0.1523022432113341,3.3846153846153846,50.98453013437545,0.0583060454087208,21.177376999999986,0.6011405765393713,3.538239944390431,73.99480519480518,0.0,0.0800273224043715,0.2997972899999999,0.0677638085886488,43.66153846153846,0.4047454252968026,0.9647658119658116,0.0235034325943416,3.49186948325571,25.956061838893405,-3.0798765432098767,0.8221017432410156,7.784046582621971,-0.0472780484560254,0.0
